Algorithm;Dmin;Dmax;Cost;Time;Dimension;Density;File;
SplitsDimByDim;1;3;15623597234;0.119997;50;38.1081;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_2_cos_like.txt
ConvexSplits;1;50;313521882;38.0763;50;38.1081;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_2_cos_like.txt
OneSideDimByDim;1;50;313521882;9.4496e-05;50;38.1081;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_2_cos_like.txt
SplitsDimByDim;1;3;15233232166;0.122167;50;38.0811;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_3_cos_like.txt
ConvexSplits;1;50;300643038;37.445;50;38.0811;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_3_cos_like.txt
OneSideDimByDim;1;50;300643092;0.00010587;50;38.0811;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_3_cos_like.txt
SplitsDimByDim;1;3;18223598306;0.12227;50;38.2838;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_4_cos_like.txt
ConvexSplits;1;50;364501913;37.3671;50;38.2838;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_4_cos_like.txt
OneSideDimByDim;1;50;364501913;0.000105735;50;38.2838;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_4_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00202361;60;38.8596;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_0_cos_like.txt
OneSideDimByDim;1;60;370855133;0.000163881;60;38.8596;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_0_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00202733;60;37.9494;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_1_cos_like.txt
OneSideDimByDim;1;60;355305253;0.000180421;60;37.9494;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_1_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00209076;60;38.9101;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_2_cos_like.txt
OneSideDimByDim;1;60;412392538;0.000162479;60;38.9101;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_2_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00193236;60;37.9831;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_3_cos_like.txt
OneSideDimByDim;1;60;375283819;0.00017841;60;37.9831;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_3_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00194779;60;38.1798;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_4_cos_like.txt
OneSideDimByDim;1;60;360248503;0.000135208;60;38.1798;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_4_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00188551;70;38.4952;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_0_cos_like.txt
OneSideDimByDim;1;70;442153348;0.00021789;70;38.4952;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_0_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00193048;70;37.9663;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_1_cos_like.txt
OneSideDimByDim;1;70;433354505;0.000267305;70;37.9663;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_1_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.0018101;70;37.9808;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_2_cos_like.txt
OneSideDimByDim;1;70;418028492;0.000282758;70;37.9808;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_2_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00196558;70;38.7548;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_3_cos_like.txt
OneSideDimByDim;1;70;398274548;0.000245664;70;38.7548;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_3_cos_like.txt
SplitsDimByDim;1;3;9223372036854775807;0.00189933;70;38.0144;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_4_cos_like.txt
OneSideDimByDim;1;70;421784215;0.000191932;70;38.0144;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_70_4_cos_like.txt
ConvexSplits;1;60;370855095;114.622;60;38.8596;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_0_cos_like.txt
ConvexSplits;1;60;355305232;112.776;60;37.9494;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_60_1_cos_like.txt
